ID,TARGET
410,-0.19731851689979021
562,0.3219553762244631
750,-0.034146417769762155
802,0.0628232955628439
504,-0.08262370799036235
812,0.08226933710812215
569,0.15491560512710795
369,0.2378806755601578
78,0.2071159966094692
471,-0.17685016470128875
253,0.030318260477638137
544,0.033491114507308156
702,0.4514736520781733
264,0.15459225277814118
495,0.07569828873075396
133,-0.15105935333888348
16,-0.0011112262368409911
255,-0.15425036038661444
52,0.17132513057751628
375,0.21969453538976386
890,-0.29351259010450714
95,0.1234893529574626
784,0.13772105005785096
904,0.11794147829866838
778,0.003245099467707499
688,0.2338830836182108
35,0.030392817048012347
74,0.05864772484836166
414,0.09702318514310543
775,0.14186956639694598
657,0.09843157758426274
769,0.07219064561985032
60,0.15620556445216696
593,-0.08322299818641657
790,0.03480019995852873
773,-0.06079732576998738
123,-0.1103607319316591
726,-0.031773865534659676
577,0.06057958180492476
782,0.17938656068251926
622,-0.07810559049206839
217,-0.48623173897319955
143,0.16480152118481178
931,-0.59983131946987
898,0.19490015508028893
824,0.10758381899775502
428,-0.1387456003418001
450,0.30352770127756723
698,-0.16698617641519303
879,-0.4479324667870898
880,-0.20128396090975229
697,-0.6952801550646341
73,0.0796348514714549
716,-0.22862158154279819
151,-0.11977270775894076
69,0.1700209799945641
27,0.008412753464847836
425,0.4288461356687859
491,-0.27323967810276373
152,-0.1525369949437021
41,-0.13637161274516324
619,0.039966054096510745
483,0.2038383578100889
539,-0.6330533510824112
82,0.13955393098060678
734,-0.35529481757290493
345,0.09684969299293325
203,-0.33693410152928777
234,-0.5517471354773532
323,0.07666236632619992
56,0.05839713330251567
573,0.2295367979868433
461,0.15542409532266027
828,-0.2249024698582992
43,0.2346123360739451
803,-0.02786337253612026
672,0.1553754498224217
318,0.1325307430623943
434,-0.3884246191298597
140,-0.21631657874063234
815,0.04776478357251214
218,-0.3342320229937316
385,-0.20601722600911004
413,0.028105725744494332
916,-0.4257774892645254
174,-0.04151512765736866
719,-0.38457722123663984
67,0.06881113133393205
679,0.08589235056564631
87,0.07666121442196684
508,-0.19729823267886973
445,0.3476188991964777
528,-0.04560366061891903
564,0.16101555155183056
11,0.15900019016652378
887,0.23563818409340015
804,0.02435338735895337
768,-0.37812062732158824
22,-0.06883566844467215
846,0.011937995694238007
7,-0.40151421115065844
559,-0.017813018506859638
142,0.1472733155441309
821,0.18539923354721305
48,0.1527576344632499
740,0.19302395480347692
6,-0.23465645566416563
692,-0.23811319422631172
589,0.030913407444807042
411,-0.36147231817435727
358,0.08033111344793628
793,0.033069210998774135
418,0.14336462936352637
911,-0.5976725418630077
29,0.1509082199359036
80,0.21199378863062165
920,-0.16774888859946133
617,0.03440500586722711
703,0.371788755174497
374,0.33273229757314343
758,0.16660164453216902
437,-0.11710658384648409
354,0.2132279598520826
145,-0.3147292655220775
190,-0.21163656107071163
64,0.3662029257949405
707,-0.23723425719911181
745,-0.29023855218156697
325,0.15532955850610627
307,-0.010259901032105657
172,-0.14784347325396974
669,0.006787949031929599
475,-0.19888080282531212
742,0.07158031057365853
284,0.14162498449596883
155,-0.11021530283148627
486,0.21541226120584062
882,0.18131169243203893
88,0.09235096022584223
420,0.41678449265202006
608,-0.13371562277350518
387,0.23201270293166382
179,-0.32012895391405444
699,-0.5729416303034014
530,0.23190447412577808
897,0.26808959469986104
738,0.13532408172389868
602,0.07272466052079896
427,0.011832382501031496
484,0.19367779839513807
554,0.07169277578198827
120,-0.10076721684686293
817,0.2556535693439674
249,-0.2038353183932079
492,0.027801329044153618
649,0.027772947086212085
261,-0.40354705284669623
188,-0.08923816856547209
723,-0.4102210072560214
625,0.050814632151024317
596,0.21111792630263107
900,-0.14397842124242272
230,-0.10792171893714693
885,-0.3450218278841329
665,0.5085720513340761
501,-0.25063717647966677
537,0.059544407431681295
102,-0.043241624036182195
222,-0.4657970845573309
814,-0.06162928434159063
109,0.0944972310313095
392,0.03414626260927614
157,0.05629362240795993
700,-0.06012414943342043
416,0.3262178963970993
447,-0.25679604144840773
525,-0.7698092299536283
20,0.051713890724121886
121,-0.42423234439837093
196,0.13151691901521237
591,0.26066839183206303
448,-0.35144133004589595
883,0.15903710497031734
211,-0.6199432531990717
177,-0.24705877791563766
180,-0.4742755543449077
271,0.1313302663729104
223,-0.06666362334494891
467,0.2986239266919987
704,0.28235365592075656
124,-0.2029274551708856
341,0.1050368179158267
816,0.11256946490501266
104,-0.13816477964393706
366,-0.14260472261800627
863,-0.05135926247508562
173,0.01870019966002491
592,0.1193453912617678
893,-0.2062397297238756
454,-0.5368600841942021
403,0.26442192901105754
807,0.15440730489627355
363,0.1289130630499792
776,0.22434656316487656
903,-0.22502987343625822
250,-0.06584666751644846
683,0.09419078491541061
384,0.14848314912849103
244,-0.28562830730465333
513,-0.00934333368747875
278,-0.05486241221527263
225,-0.23233687305916265
598,0.01754607615831253
673,-0.10974179445446511
668,-0.27813405702957106
590,0.27248347760600167
881,0.13032501899101082
373,0.23871965323535788
567,0.18545204822582212
191,-0.017486989885575253
273,-0.320960346144845
770,0.05905176625442028
763,-0.2500846053655427
383,0.23488984392742185
855,0.057937986352874435
614,0.08509846140341622
242,-0.2704317186578065
329,-0.26483769568174353
870,-0.21272493839576695
378,-0.21327441229192137
213,-0.43273716308584026
31,0.030537577397387397
126,0.014571835255815395
706,0.04324484333981578
417,0.37902208398591364
604,-0.07151365231395501
658,0.0019272161709522478
585,0.07336551081488782
524,-0.09551282614217876
872,0.0982645933856251
555,0.2137198155891508
441,0.01297868758590505
334,0.19634298789366533
687,0.2864549312752852
274,0.0025426376558162073
792,0.0549071160270387
743,-0.030488870130701787
730,-0.8919303697227021
1,-0.10722581838224733
751,-0.169844133225166
305,0.0209591402636672
629,-0.01954281675445494
876,-0.02847598927587183
426,0.45911645037633914
712,0.3584739941157591
339,-0.07224747279341448
228,0.14621369028508388
874,-0.12915654487891598
798,-0.6531070348508399
326,0.13455350123272727
514,0.20224039840469754
440,-0.1556493316684886
578,0.08634444055191726
791,0.22019090752797293
685,0.30175818438614865
75,-0.15509373416016362
463,-0.21884126315073021
431,-0.10652465787424739
153,0.04365613334442095
397,-0.23174261008337624
795,-0.21772316484651794
24,0.08117175459794525
125,-0.12615922570195176
280,0.29660420432452156
721,-0.49952482282241667
30,0.07270857277932459
194,-0.06808336817836766
299,0.28849452753957544
131,-0.12485537769751102
349,-0.1932187085466972
810,-0.11322652818836496
335,-0.052483112491987026
381,-0.36503943094164965
399,-0.0710802978616569
558,0.029354287050662835
510,-0.04421074529652823
139,0.048731910916212234
452,-0.4087167272701493
270,-0.05576268448406631
1626,-0.044263396544210354
1778,0.05296035966379444
1966,-0.005124825299544038
1125,-0.027642462769881887
2018,-0.04810530878189287
1087,0.027554716705039527
1154,0.07264815940507427
1720,0.002268850669158825
2028,0.09079028912774448
1785,0.1042144757446627
1585,0.025273867630576707
1112,0.07679497830359863
1294,0.04812667541240624
1687,-0.06818712643344652
1469,0.009301943330541448
1760,0.022651148281037602
1035,0.061071084028317964
1918,0.0016898108337298958
